index Year TotalTDFDistance Stages Start End "Winner of stage" Leader "Yellow Jersey" "Polka-dot jersey" "Green jersey" "White jersey"
737 1952 4898 22 "Puy de Dôme" Vichy "Fiorenzo Magni  (Italie)" NA "Fausto Coppi" Nan NA NA
738 1952 4898 23 Vichy Paris "Antonin Rolland  (France)" NA "Fausto Coppi" "Fausto Coppi" NA NA
739 1953 4476 1 Strasbourg Metz "Fritz Schaer  (Suisse)" NA "Fritz Schaer" Nan Nan NA
740 1953 4476 2 Metz Liège "Fritz Schaer  (Suisse)" NA "Fritz Schaer" Nan Nan NA
741 1953 4476 3 Liège Lille "Stanislas Bober  (Ile De France)" NA "Fritz Schaer" Nan Nan NA
742 1953 4476 4 Lille Dieppe "Gerrit Voorting  (Pays-Bas)" NA "Fritz Schaer" Nan Nan NA
743 1953 4476 5 Dieppe Caen "Jean Mallejac  (Ouest)" NA "Roger Hassenforder" Nan Nan NA
744 1953 4476 6 Caen "Le Mans" "Martin Van Geneugden  (Belgique)" NA "Roger Hassenforder" Nan Nan NA
745 1953 4476 7 "Le Mans" Nantes "Livio Isoti  (Italie)" NA "Roger Hassenforder" Nan Nan NA
746 1953 4476 8 Nantes Bordeaux "Jan Nolten  (Pays-Bas)" NA "Roger Hassenforder" Nan Nan NA
747 1953 4476 9 Bordeaux Pau "Fiorenzo Magni  (Italie)" NA "Fritz Schaer" Nan Nan NA
748 1953 4476 10 Pau Cauterets "Jésus Lorono  (Espagne)" NA "Fritz Schaer" Nan Nan NA
749 1953 4476 11 Cauterets Luchon "Jean Robic  (Ouest)" NA "Jean Robic" Nan Nan NA
750 1953 4476 12 Luchon Albi "André Darrigade  (Sud-Ouest)" NA "François Mahe" Nan Nan NA
751 1953 4476 13 Albi Béziers "Nello Lauredi  (France)" NA "Jean Mallejac" Nan Nan NA
752 1953 4476 14 Béziers Nîmes "Bernard Quennehen  (Nord Est-Centre)" NA "Jean Mallejac" Nan Nan NA
753 1953 4476 15 Nîmes Marseille "Maurice Quentin  (Ile De France)" NA "Jean Mallejac" Nan Nan NA
754 1953 4476 16 Marseille Monaco "Wim Van Est  (Pays-Bas)" NA "Jean Mallejac" Nan Nan NA
755 1953 4476 17 Monaco Gap "Wout Wagtmans  (Pays-Bas)" NA "Jean Mallejac" Nan Nan NA
756 1953 4476 18 Gap Briançon "Louison Bobet  (France)" NA "Louison Bobet" Nan Nan NA
757 1953 4476 19 Briançon Lyon "Georges Meunier  (Nord Est-Centre)" NA "Louison Bobet" Nan Nan NA
758 1953 4476 20 Lyon Saint-Etienne "Louison Bobet  (France)" NA "Louison Bobet" Nan Nan NA
759 1953 4476 21 Saint-Etienne Montluçon "Wout Wagtmans  (Pays-Bas)" NA "Louison Bobet" Nan Nan NA
760 1953 4476 22 Montluçon Paris "Fiorenzo Magni  (Italie)" NA "Louison Bobet" "Jésus Lorono" "Fritz Schaer" NA
761 1954 4656 1 Amsterdam "Anvers Brasschaat" "Wout Wagtmans  (Pays-Bas)" NA "Wout Wagtmans" Nan Nan NA
762 1954 4656 2 "Anvers Brasschaat" Lille "Louison Bobet  (France)" NA "Wout Wagtmans" Nan Nan NA
763 1954 4656 3 Lille Rouen "Marcel Dussault  (Sud-Ouest)" NA "Wout Wagtmans" Nan Nan NA
764 1954 4656 4.1 Rouen "Les Essarts" Suisse NA "Louison Bobet" Nan Nan NA
765 1954 4656 4.2 "Les Essarts" Caen "Wim Van Est  (Pays-Bas)" NA "Louison Bobet" Nan Nan NA
766 1954 4656 5 Caen Saint-Brieuc "Ferdi Kubler  (Suisse)" NA "Louison Bobet" Nan Nan NA
767 1954 4656 6 Saint-Brieuc Brest "Dominique Forlini  (Ile De France)" NA "Louison Bobet" Nan Nan NA
768 1954 4656 7 Brest Vannes "Jacques Vivier  (Sud-Ouest)" NA "Louison Bobet" Nan Nan NA
769 1954 4656 8 Vannes Angers "Fred De Bruyne  (Belgique)" NA "Wout Wagtmans" Nan Nan NA
770 1954 4656 9 Angers Bordeaux "Henk Faanhof  (Pays-Bas)" NA "Wout Wagtmans" Nan Nan NA
771 1954 4656 10 Bordeaux Bayonne "Gilbert Bauvin  (Nord Est-Centre)" NA "Wout Wagtmans" Nan Nan NA
772 1954 4656 11 Bayonne Pau "Stan Ockers  (Belgique)" NA "Wout Wagtmans" Nan Nan NA
773 1954 4656 12 Pau Luchon "Gilbert Bauvin  (Nord Est-Centre)" NA "Gilbert Bauvin" Nan Nan NA
774 1954 4656 13 Luchon Toulouse "Fred De Bruyne  (Belgique)" NA "Gilbert Bauvin" Nan Nan NA
775 1954 4656 14 Toulouse Millau "Ferdi Kubler  (Suisse)" NA "Louison Bobet" Nan Nan NA
776 1954 4656 15 Millau "Le Puy en Velay" "Dominique Forlini  (Ile De France)" NA "Louison Bobet" Nan Nan NA
777 1954 4656 16 "Le Puy en Velay" Lyon "Jean Forestier  (France)" NA "Louison Bobet" Nan Nan NA
778 1954 4656 17 Lyon Grenoble "Lucien Lazarides  (Sud Est)" NA "Louison Bobet" Nan Nan NA
779 1954 4656 18 Grenoble Briançon "Louison Bobet  (France)" NA "Louison Bobet" Nan Nan NA
780 1954 4656 19 Briançon Aix-les-Bains "Jean Dotto  (Sud Est)" NA "Louison Bobet" Nan Nan NA
781 1954 4656 20 Aix-les-Bains Besançon "Lucien Teisseire  (France)" NA "Louison Bobet" Nan Nan NA
782 1954 4656 21.1 Besançon Epinal "François Mahe  (Ouest)" NA "Louison Bobet" Nan Nan NA
783 1954 4656 21.2 Epinal Nancy "Louison Bobet  (France)" NA "Louison Bobet" Nan Nan NA
784 1954 4656 22 Nancy Troyes "Fred De Bruyne  (Belgique)" NA "Louison Bobet" Nan Nan NA
785 1954 4656 23 Troyes Paris "Robert Varnajo  (Ouest)" NA "Louison Bobet" "Federico Bahamontes" "Ferdi Kubler" NA
786 1955 4495 1.1 "Le Havre" Dieppe "Miguel Poblet  (Espagne)" NA "Miguel Poblet" Nan Nan NA
787 1955 4495 1.2 Dieppe Dieppe Pays-Bas NA "Miguel Poblet" Nan Nan NA
788 1955 4495 2 Dieppe Roubaix "Antonin Rolland  (France)" NA "Wout Wagtmans" Nan Nan NA
789 1955 4495 3 Roubaix Namur "Louison Bobet  (France)" NA "Wout Wagtmans" Nan Nan NA
790 1955 4495 4 Namur Metz "Willy Kemp  (Luxembourg Mixte)" NA "Antonin Rolland" Nan Nan NA
791 1955 4495 5 Metz Colmar "Roger Hassenforder  (Nord Est-Centre)" NA "Antonin Rolland" Nan Nan NA
792 1955 4495 6 Colmar Zurich "André Darrigade  (France)" NA "Antonin Rolland" Nan Nan NA
793 1955 4495 7 Zurich Thonon "Jos Hinsen  (Pays-Bas)" NA "Wim Van Est" Nan Nan NA
794 1955 4495 8 Thonon Briançon "Charly Gaul  (Luxembourg Mixte)" NA "Antonin Rolland" Nan Nan NA
795 1955 4495 9 Briançon Monaco "Raphaël Geminiani  (France)" NA "Antonin Rolland" Nan Nan NA
796 1955 4495 10 Monaco Marseille "Lucien Lazarides  (Sud Est)" NA "Antonin Rolland" Nan Nan NA
797 1955 4495 11 Marseille Avignon "Louison Bobet  (France)" NA "Antonin Rolland" Nan Nan NA
798 1955 4495 12 Avignon Millau "Alessandro Fantini  (Italie)" NA "Antonin Rolland" Nan Nan NA
799 1955 4495 13 Millau Albi "Daan De Groot  (Pays-Bas)" NA "Antonin Rolland" Nan Nan NA
800 1955 4495 14 Albi Narbonne "Louis Caput  (Ile De France)" NA "Antonin Rolland" Nan Nan NA
801 1955 4495 15 Narbonne Ax-les-Thermes "Luciano Pezzi  (Italie)" NA "Antonin Rolland" Nan Nan NA
802 1955 4495 16 Ax-les-Thermes Toulouse "Jean Bobet  (France)" NA "Antonin Rolland" Nan Nan NA
803 1955 4495 17 Toulouse "Saint Gaudens" "Charly Gaul  (Luxembourg Mixte)" NA "Louison Bobet" Nan Nan NA
804 1955 4495 18 "Saint Gaudens" Pau "Jean Brankart  (Belgique)" NA "Louison Bobet" Nan Nan NA
805 1955 4495 19 Pau Bordeaux "Wout Wagtmans  (Pays-Bas)" NA "Louison Bobet" Nan Nan NA
806 1955 4495 20 Bordeaux Poitiers "Jean Forestier  (France)" NA "Louison Bobet" Nan Nan NA
807 1955 4495 21 Châtellerault Tours "Jean Brankart  (Belgique)" NA "Louison Bobet" Nan Nan NA
808 1955 4495 22 Tours Paris "Miguel Poblet  (Espagne)" NA "Louison Bobet" "Charly Gaul" "Stan Ockers" NA
809 1956 4498 1 Reims Liège "André Darrigade  (France)" NA "André Darrigade" Nan Nan NA
810 1956 4498 2 Liège Lille "Fred De Bruyne  (Belgique)" NA "André Darrigade" Nan Nan NA
811 1956 4498 3.1 Lille Rouen "Arigo Padovan  (Italie)" NA "André Darrigade" Nan Nan NA
812 1956 4498 3.2 "Les Essarts" "Les Essarts" "Charly Gaul  (Luxembourg Mixte)" NA "Gilbert Desmet" Nan Nan NA
813 1956 4498 4 Rouen Caen "Roger Hassenforder  (Ouest)" NA "Gilbert Desmet" Nan Nan NA
814 1956 4498 5 Caen Saint-Malo "Joseph Morvan  (Ouest)" NA "André Darrigade" Nan Nan NA
815 1956 4498 6 Saint-Malo Lorient "Fred De Bruyne  (Belgique)" NA "André Darrigade" Nan Nan NA
816 1956 4498 7 Lorient Angers "Alessandro Fantini  (Italie)" NA "Roger Walkowiak" Nan Nan NA
817 1956 4498 8 Angers "La Rochelle" "Miguel Poblet  (Espagne)" NA "Roger Walkowiak" Nan Nan NA
818 1956 4498 9 "La Rochelle" Bordeaux "Roger Hassenforder  (Ouest)" NA "Roger Walkowiak" Nan Nan NA
819 1956 4498 10 Bordeaux Bayonne "Fred De Bruyne  (Belgique)" NA "Gerrit Voorting" Nan Nan NA
820 1956 4498 11 Bayonne Pau "Nino Defilippis  (Italie)" NA "André Darrigade" Nan Nan NA
821 1956 4498 12 Pau Luchon "Jean-Pierre Schmitz  (Luxembourg Mixte)" NA "Jean Adriaenssens" Nan Nan NA
822 1956 4498 13 Luchon Toulouse "Nino Defilippis  (Italie)" NA "Jean Adriaenssens" Nan Nan NA
823 1956 4498 14 Toulouse Montpellier "Roger Hassenforder  (Ouest)" NA "Jean Adriaenssens" Nan Nan NA
824 1956 4498 15 Montpellier "Aix en Provence" "Joseph Thomin  (Ouest)" NA "Wout Wagtmans" Nan Nan NA
825 1956 4498 16 "Aix en Provence" Gap "Jean Forestier  (France)" NA "Wout Wagtmans" Nan Nan NA
826 1956 4498 17 Gap Turin "Nino Defilippis  (Italie)" NA "Wout Wagtmans" Nan Nan NA
827 1956 4498 18 Turin Grenoble "Antonio Barbosa Alves  (Luxembourg Mixte)" NA "Roger Walkowiak" Nan Nan NA
828 1956 4498 19 Grenoble Saint-Etienne "Stan Ockers  (Belgique)" NA "Roger Walkowiak" Nan Nan NA
829 1956 4498 20 Saint-Etienne Lyon "Miguel Bover  (Espagne)" NA "Roger Walkowiak" Nan Nan NA
830 1956 4498 21 Lyon Montluçon "Roger Hassenforder  (Ouest)" NA "Roger Walkowiak" Nan Nan NA
831 1956 4498 22 Montluçon Paris "Gastone Nencini  (Italie)" NA "Roger Walkowiak" "Charly Gaul" "Stan Ockers" NA
832 1957 4669 1 Nantes Granville "André Darrigade  (France)" NA "André Darrigade" Nan Nan NA
833 1957 4669 2 Granville Caen "René Privat  (France)" NA "René Privat" Nan Nan NA
834 1957 4669 3.1 Caen Caen France NA "René Privat" Nan Nan NA
835 1957 4669 3.2 Caen Rouen "Jacques Anquetil  (France)" NA "René Privat" Nan Nan NA
836 1957 4669 4 Rouen Roubaix "Marcel Janssens  (Belgique)" NA "René Privat" Nan Nan NA
837 1957 4669 5 Roubaix Charleroi "Gilbert Bauvin  (France)" NA "Jacques Anquetil" Nan Nan NA
838 1957 4669 6 Charleroi Metz "André Trochut  (Sud-Ouest)" NA "Jacques Anquetil" Nan Nan NA
839 1957 4669 7 Metz Colmar "Roger Hassenforder  (Nord-Est-Centre)" NA "Nicolas Barone" Nan Nan NA
840 1957 4669 8 Colmar Besançon "Pierino Baffi  (Italie)" NA "Jean Forestier" Nan Nan NA
841 1957 4669 9 Besançon Thonon "Jacques Anquetil  (France)" NA "Jean Forestier" Nan Nan NA
842 1957 4669 10 Thonon Briançon "Gastone Nencini  (Italie)" NA "Jacques Anquetil" Nan Nan NA
843 1957 4669 11 Briançon Cannes "René Privat  (France)" NA "Jacques Anquetil" Nan Nan NA
844 1957 4669 12 Cannes Marseille "Jean Stablinski  (France)" NA "Jacques Anquetil" Nan Nan NA
845 1957 4669 13 Marseille Alès "Nino Defilippis  (Italie)" NA "Jacques Anquetil" Nan Nan NA
846 1957 4669 14 Alès Perpignan "Roger Hassenforder  (Nord-Est-Centre)" NA "Jacques Anquetil" Nan Nan NA
847 1957 4669 15.1 Perpignan Barcelone "René Privat  (France)" NA "Jacques Anquetil" Nan Nan NA
848 1957 4669 15.2 Barcelone Barcelone "Jacques Anquetil  (France)" NA "Jacques Anquetil" Nan Nan NA
849 1957 4669 16 Barcelone Ax-les-Thermes "Jean Bourles  (Ouest)" NA "Jacques Anquetil" Nan Nan NA
850 1957 4669 17 Ax-les-Thermes "Saint Gaudens" "Nino Defilippis  (Italie)" NA "Jacques Anquetil" Nan Nan NA
851 1957 4669 18 "Saint Gaudens" Pau "Gastone Nencini  (Italie)" NA "Jacques Anquetil" Nan Nan NA
852 1957 4669 19 Pau Bordeaux "Pierino Baffi  (Italie)" NA "Jacques Anquetil" Nan Nan NA
853 1957 4669 20 Bordeaux Libourne "Jacques Anquetil  (France)" NA "Jacques Anquetil" Nan Nan NA
854 1957 4669 21 Libourne Tours "André Darrigade  (France)" NA "Jacques Anquetil" Nan Nan NA
855 1957 4669 22 Tours Paris "André Darrigade  (France)" NA "Jacques Anquetil" "Gastone Nencini" "Jean Forestier" NA
856 1958 4319 1 Bruxelles Gand "André Darrigade  (France)" NA "André Darrigade" Nan Nan NA
857 1958 4319 2 Gand Dunkerque "Gerrit Voorting  (Pays Bas-Luxembourg)" NA "Jos Hoevenaers" Nan Nan NA
858 1958 4319 3 Dunkerque "Le Tréport" "Gilbert Bauvin  (France)" NA "Wim Van Est" Nan Nan NA
859 1958 4319 4 "Le Tréport" Versailles "Jean Gainche  (Ouest-Sud Ouest)" NA "Wim Van Est" Nan Nan NA
860 1958 4319 5 Versailles Caen "Tino Sabbadini  (Ouest-Sud Ouest)" NA "Gilbert Bauvin" Nan Nan NA
861 1958 4319 6 Caen Saint-Brieuc "Martin Van Geneugden  (Belgique)" NA "Gerrit Voorting" Nan Nan NA
862 1958 4319 7 Saint-Brieuc Brest "Brian Robinson  (Internations)" NA "Gerrit Voorting" Nan Nan NA
863 1958 4319 8 Chateaulin Chateaulin "Charly Gaul  (Pays Bas-Luxembourg)" NA "Gerrit Voorting" Nan Nan NA
864 1958 4319 9 Quimper "Saint Nazaire" "André Darrigade  (France)" NA "André Darrigade" Nan Nan NA
865 1958 4319 10 "Saint Nazaire" Royan "Pierino Baffi  (Italie)" NA "André Darrigade" Nan Nan NA
866 1958 4319 11 Royan Bordeaux "Arigo Padovan  (Italie)" NA "André Darrigade" Nan Nan NA
867 1958 4319 12 Bordeaux Dax "Martin Van Geneugden  (Belgique)" NA "André Darrigade" Nan Nan NA
868 1958 4319 13 Dax Pau "Louis Bergaud  (France)" NA "Raphaël Geminiani" Nan Nan NA
869 1958 4319 14 Pau Luchon "Federico Bahamontes  (Espagne)" NA "Vito Favero" Nan Nan NA
870 1958 4319 15 Luchon Toulouse "André Darrigade  (France)" NA "Vito Favero" Nan Nan NA
871 1958 4319 16 Toulouse Béziers "Pierino Baffi  (Italie)" NA "Vito Favero" Nan Nan NA
872 1958 4319 17 Béziers Nîmes "André Darrigade  (France)" NA "Vito Favero" Nan Nan NA
873 1958 4319 18 "Mont Ventoux" "Mont Ventoux" "Charly Gaul  (Pays Bas-Luxembourg)" NA "Raphaël Geminiani" Nan Nan NA
874 1958 4319 19 Carpentras Gap "Gastone Nencini  (Italie)" NA "Raphaël Geminiani" Nan Nan NA
875 1958 4319 20 Gap Briançon "Federico Bahamontes  (Espagne)" NA "Raphaël Geminiani" Nan Nan NA
876 1958 4319 21 Briançon Aix-les-Bains "Charly Gaul  (Pays Bas-Luxembourg)" NA "Vito Favero" Nan Nan NA
877 1958 4319 22 Aix-les-Bains Besançon "André Darrigade  (France)" NA "Vito Favero" Nan Nan NA
878 1958 4319 23 Besançon Dijon "Charly Gaul  (Pays Bas-Luxembourg)" NA "Charly Gaul" Nan Nan NA
879 1958 4319 24 Dijon Paris "Pierino Baffi  (Italie)" NA "Charly Gaul" "Federico Bahamontes" "Jean Graczyk" NA
880 1959 4358 1 Mulhouse Metz "André Darrigade  (France)" NA "André Darrigade" Nan Nan NA
881 1959 4358 2 Metz Namur "Vito Favero  (Italie)" NA "André Darrigade" Nan Nan NA
882 1959 4358 3 Namur Roubaix "Robert Cazala  (France)" NA "Robert Cazala" Nan Nan NA
883 1959 4358 4 Roubaix Rouen "Dino Bruni  (Italie)" NA "Robert Cazala" Nan Nan NA
884 1959 4358 5 Rouen Rennes "Jean Graczyk  (France)" NA "Robert Cazala" Nan Nan NA
885 1959 4358 6 Blain Nantes "Roger Riviere  (France)" NA "Robert Cazala" Nan Nan NA
886 1959 4358 7 Nantes "La Rochelle" "Roger Hassenforder  (France)" NA "Robert Cazala" Nan Nan NA
887 1959 4358 8 "La Rochelle" Bordeaux "Michel Dejouhannet  (Centre-Midi)" NA "Robert Cazala" Nan Nan NA
888 1959 4358 9 Bordeaux Bayonne "Marcel Queheille  (Ouest-Sud Ouest)" NA "Eddy Pauwels" Nan Nan NA
889 1959 4358 10 Bayonne Bagnères-de-Bigorre "Marcel Janssens  (Belgique)" NA "Michel Vermeulin" Nan Nan NA
890 1959 4358 11 Bagnères-de-Bigorre "Saint Gaudens" "André Darrigade  (France)" NA "Michel Vermeulin" Nan Nan NA
891 1959 4358 12 "Saint Gaudens" Albi "Ernest Ecuyer  (Suisse-Allemagne)" NA "Michel Vermeulin" Nan Nan NA
892 1959 4358 13 Albi Aurillac "Henri Anglade  (Centre-Midi)" NA "Jos Hoevenaers" Nan Nan NA
893 1959 4358 14 Aurillac Clermont-Ferrand "André Le Dissez  (Paris-Nord Est)" NA "Jos Hoevenaers" Nan Nan NA
894 1959 4358 15 Clermont-Ferrand "Puy de Dôme" "Federico Bahamontes  (Espagne)" NA "Jos Hoevenaers" Nan Nan NA
895 1959 4358 16 Clermont-Ferrand Saint-Etienne "Dino Bruni  (Italie)" NA "Eddy Pauwels" Nan Nan NA
896 1959 4358 17 Saint-Etienne Grenoble "Charly Gaul  (Pays Bas-Luxembourg)" NA "Federico Bahamontes" Nan Nan NA
897 1959 4358 18 Grenoble "Saint-Vincent d'Aoste" "Ercole Baldini  (Italie)" NA "Federico Bahamontes" Nan Nan NA
898 1959 4358 19 "Saint-Vincent d'Aoste" Annecy "Rolf Graf  (Suisse-Allemagne)" NA "Federico Bahamontes" Nan Nan NA
899 1959 4358 20 Annecy Chalon-sur-Saône "Brian Robinson  (Internations)" NA "Federico Bahamontes" Nan Nan NA
900 1959 4358 21 Seurre Dijon "Roger Riviere  (France)" NA "Federico Bahamontes" Nan Nan NA
901 1959 4358 22 Dijon Paris "Joseph Groussard  (Ouest-Sud Ouest)" NA "Federico Bahamontes" "Federico Bahamontes" "André Darrigade" NA
902 1960 4173 1.1 Lille Bruxelles "Julien Schepens  (Belgique)" NA "Julien Schepens" Nan Nan NA
903 1960 4173 1.2 Bruxelles Bruxelles "Roger Riviere  (France)" NA "Gastone Nencini" Nan Nan NA
904 1960 4173 2 Bruxelles Dunkerque "René Privat  (France)" NA "Gastone Nencini" Nan Nan NA
905 1960 4173 3 Dunkerque Dieppe "Nino Defilippis  (Italie)" NA "Joseph Groussard" Nan Nan NA
906 1960 4173 4 Dieppe Caen "Jean Graczyk  (France)" NA "Henri Anglade" Nan Nan NA
907 1960 4173 5 Caen Saint-Malo "André Darrigade  (France)" NA "Henri Anglade" Nan Nan NA
908 1960 4173 6 Saint-Malo Lorient "Roger Riviere  (France)" NA "Jean Adriaenssens" Nan Nan NA
909 1960 4173 7 Lorient Angers "Graziano Battistini  (Italie)" NA "Jean Adriaenssens" Nan Nan NA
910 1960 4173 8 Angers Limoges "Nino Defilippis  (Italie)" NA "Jean Adriaenssens" Nan Nan NA
911 1960 4173 9 Limoges Bordeaux "Martin Van Geneugden  (Belgique)" NA "Jean Adriaenssens" Nan Nan NA
912 1960 4173 10 "Mont de Marsan" Pau "Roger Riviere  (France)" NA "Gastone Nencini" Nan Nan NA
913 1960 4173 11 Pau Luchon "Kurt Gimmi  (Suisse-Luxembourg)" NA "Gastone Nencini" Nan Nan NA
914 1960 4173 12 Luchon Toulouse "Jean Graczyk  (France)" NA "Gastone Nencini" Nan Nan NA
915 1960 4173 13 Toulouse Millau "Louis Proost  (Belgique)" NA "Gastone Nencini" Nan Nan NA
916 1960 4173 14 Millau Avignon "Martin Van Geneugden  (Belgique)" NA "Gastone Nencini" Nan Nan NA
917 1960 4173 15 Avignon Gap "Michel Van Aerde  (Belgique)" NA "Gastone Nencini" Nan Nan NA
918 1960 4173 16 Gap Briançon "Graziano Battistini  (Italie)" NA "Gastone Nencini" Nan Nan NA
919 1960 4173 17 Briançon Aix-les-Bains "Jean Graczyk  (France)" NA "Gastone Nencini" Nan Nan NA
920 1960 4173 18 Aix-les-Bains Thonon "Fernando Manzaneque  (Espagne)" NA "Gastone Nencini" Nan Nan NA
921 1960 4173 19 Pontarlier Besançon "Rolf Graf  (Suisse-Luxembourg)" NA "Gastone Nencini" Nan Nan NA
922 1960 4173 20 Besançon Troyes "Pierre Beuffeuil  (Centre-Midi)" NA "Gastone Nencini" Nan Nan NA
923 1960 4173 21 Troyes Paris "Jean Graczyk  (France)" NA "Gastone Nencini" "Fernando Manzaneque" "Jean Graczyk" NA
924 1961 4397 1.1 Rouen Versailles "André Darrigade  (France)" NA "André Darrigade" Nan Nan NA
925 1961 4397 1.2 Versailles Versailles "Jacques Anquetil  (France)" NA "Jacques Anquetil" Nan Nan NA
926 1961 4397 2 Pontoise Roubaix "André Darrigade  (France)" NA "Jacques Anquetil" Nan Nan NA
927 1961 4397 3 Roubaix Charleroi "Emile Daems  (Belgique)" NA "Jacques Anquetil" Nan Nan NA
928 1961 4397 4 Charleroi Metz "Anatole Novak  (Centre-Midi)" NA "Jacques Anquetil" Nan Nan NA
929 1961 4397 5 Metz Strasbourg "Louis Bergaud  (Centre-Midi)" NA "Jacques Anquetil" Nan Nan NA
930 1961 4397 6 Strasbourg Belfort "Joseph Planckaert  (Belgique)" NA "Jacques Anquetil" Nan Nan NA
931 1961 4397 7 Belfort Chalon-sur-Saône "Jean Stablinski  (France)" NA "Jacques Anquetil" Nan Nan NA
932 1961 4397 8 Chalon-sur-Saône Saint-Etienne "Jean Forestier  (France)" NA "Jacques Anquetil" Nan Nan NA
933 1961 4397 9 Saint-Etienne Grenoble "Charly Gaul  (Suisse-Luxembourg)" NA "Jacques Anquetil" Nan Nan NA
934 1961 4397 10 Grenoble Turin "Guy Ignolin  (Ouest-Sud Ouest)" NA "Jacques Anquetil" Nan Nan NA
935 1961 4397 11 Turin Antibes "Guido Carlesi  (Italie)" NA "Jacques Anquetil" Nan Nan NA
936 1961 4397 12 Antibes "Aix en Provence" "Michel Van Aerde  (Belgique)" NA "Jacques Anquetil" Nan Nan NA
937 1961 4397 13 "Aix en Provence" Montpellier "André Darrigade  (France)" NA "Jacques Anquetil" Nan Nan NA
938 1961 4397 14 Montpellier Perpignan "Eddy Pauwels  (Belgique)" NA "Jacques Anquetil" Nan Nan NA
939 1961 4397 15 Perpignan Toulouse "Guido Carlesi  (Italie)" NA "Jacques Anquetil" Nan Nan NA
940 1961 4397 16 Toulouse Superbagnères "Imerio Massignan  (Italie)" NA "Jacques Anquetil" Nan Nan NA
941 1961 4397 17 Luchon Pau "Eddy Pauwels  (Belgique)" NA "Jacques Anquetil" Nan Nan NA
942 1961 4397 18 Pau Bordeaux "Martin Van Geneugden  (Belgique)" NA "Jacques Anquetil" Nan Nan NA
943 1961 4397 19 Bergerac Périgueux "Jacques Anquetil  (France)" NA "Jacques Anquetil" Nan Nan NA
944 1961 4397 20 Périgueux Tours "André Darrigade  (France)" NA "Jacques Anquetil" Nan Nan NA
945 1961 4397 21 Tours Paris "Robert Cazala  (France)" NA "Jacques Anquetil" "Imerio Massignan" "André Darrigade" NA
946 1962 4274 1 Nancy Spa "Rudi Altig  (Acbb-Saint Raphael-Helyett-Hutchinson)" NA "Rudi Altig" Nan Nan NA
947 1962 4274 2.1 Spa Herenthals "André Darrigade  (V.C. Xii-Leroux-Gitane-Dunlop)" NA "André Darrigade" Nan Nan NA
948 1962 4274 2.2 Herenthals Herenthals Faema-Flandria-Clement NA "André Darrigade" Nan Nan NA
949 1962 4274 3 Bruxelles Amiens "Rudi Altig  (Acbb-Saint Raphael-Helyett-Hutchinson)" NA "Rudi Altig" Nan Nan NA
950 1962 4274 4 Amiens "Le Havre" "Willy Vanden Berghen  (Mercier-Bp-Hutchinson)" NA "Rudi Altig" Nan Nan NA
951 1962 4274 5 "Pont l'Evêque" Saint-Malo "Emile Daems  (G.S. Philco)" NA "Rudi Altig" Nan Nan NA
952 1962 4274 6 Dinard Brest "Robert Cazala  (Mercier-Bp-Hutchinson)" NA "Albertus Geldermans" Nan Nan NA
953 1962 4274 7 Quimper "Saint Nazaire" "Hubertus Zilverberg  (Faema-Flandria-Clement)" NA "Albertus Geldermans" Nan Nan NA
954 1962 4274 8.1 "Saint Nazaire" Luçon "Mario Minieri  (G.S. Ghizzi)" NA "André Darrigade" Nan Nan NA
955 1962 4274 8.2 Luçon "La Rochelle" "Jacques Anquetil  (Acbb-Saint Raphael-Helyett-Hutchinson)" NA "André Darrigade" Nan Nan NA
956 1962 4274 9 "La Rochelle" Bordeaux "Antonio Bailetti  (Carpano)" NA "Willy Schroeders" Nan Nan NA
957 1962 4274 10 Bordeaux Bayonne "Willy Vannitsen  (Wiels-Groene Loew)" NA "Willy Schroeders" Nan Nan NA
958 1962 4274 11 Bayonne Pau "Eddy Pauwels  (Wiels-Groene Loew)" NA "Willy Schroeders" Nan Nan NA
959 1962 4274 12 Pau "Saint Gaudens" "Robert Cazala  (Mercier-Bp-Hutchinson)" NA "Tom Simpson" Nan Nan NA
960 1962 4274 13 Luchon Superbagnères "Federico Bahamontes  (Margnat-Paloma-D'Alessandro)" NA "Joseph Planckaert" Nan Nan NA
961 1962 4274 14 Luchon Carcassonne "Jean Stablinski  (Acbb-Saint Raphael-Helyett-Hutchinson)" NA "Joseph Planckaert" Nan Nan NA
962 1962 4274 15 Carcassonne Montpellier "Willy Vannitsen  (Wiels-Groene Loew)" NA "Joseph Planckaert" Nan Nan NA
963 1962 4274 16 Montpellier "Aix en Provence" "Emile Daems  (G.S. Philco)" NA "Joseph Planckaert" Nan Nan NA
964 1962 4274 17 "Aix en Provence" Antibes "Rudi Altig  (Acbb-Saint Raphael-Helyett-Hutchinson)" NA "Joseph Planckaert" Nan Nan NA
965 1962 4274 18 Antibes Briançon "Emile Daems  (G.S. Philco)" NA "Joseph Planckaert" Nan Nan NA
966 1962 4274 19 Briançon Aix-les-Bains "Raymond Poulidor  (Mercier-Bp-Hutchinson)" NA "Joseph Planckaert" Nan Nan NA
967 1962 4274 20 Bourgoin Lyon "Jacques Anquetil  (Acbb-Saint Raphael-Helyett-Hutchinson)" NA "Jacques Anquetil" Nan Nan NA
968 1962 4274 21 Lyon Nevers "Dino Bruni  (G.S. Gazzola-Fiorelli-Hutchinson)" NA "Jacques Anquetil" Nan Nan NA
